time,x,y
0.0,-0.09999999999999998,-0.09163059163059173
0.008387327194213867,-0.09677419354838707,-0.09163059163059173
0.01656651496887207,-0.09354838709677415,-0.09163059163059173
0.02086639404296875,-0.08870967741935482,-0.09163059163059173
0.029852867126464844,-0.0854838709677419,-0.09163059163059173
0.03357362747192383,-0.08225806451612899,-0.09163059163059173
0.04221987724304199,-0.08064516129032256,-0.09163059163059173
0.049732208251953125,-0.07419354838709674,-0.09163059163059173
0.049732208251953125,-0.06935483870967737,-0.09163059163059173
0.06486845016479492,-0.06774193548387095,-0.0844155844155845
0.07079577445983887,-0.06451612903225803,-0.0844155844155845
0.07347273826599121,-0.061290322580645124,-0.0844155844155845
0.08733534812927246,-0.056451612903225784,-0.08080808080808088
0.0894465446472168,-0.05483870967741933,-0.08080808080808088
0.09787893295288086,-0.05161290322580642,-0.07720057720057727
0.10601043701171875,-0.04999999999999996,-0.07359307359307365
0.11502861976623535,-0.04999999999999996,-0.06998556998557004
0.12049317359924316,-0.048387096774193505,-0.06998556998557004
0.12941312789916992,-0.045161290322580594,-0.06637806637806642
0.1390070915222168,-0.04193548387096768,-0.06277056277056281
0.14532828330993652,-0.040322580645161255,-0.059163059163059195
0.14768648147583008,-0.03870967741935477,-0.05555555555555558
0.14768648147583008,-0.03709677419354834,-0.051948051948051965
0.1607224941253662,-0.03709677419354834,-0.04834054834054835
0.17686915397644043,-0.03709677419354834,-0.044733044733044736
0.19357514381408691,-0.035483870967741915,-0.044733044733044736
0.20807790756225586,-0.035483870967741915,-0.04112554112554112
0.2568490505218506,-0.03387096774193543,-0.04112554112554112
0.3051469326019287,-0.03387096774193543,-0.037518037518037506
0.32140636444091797,-0.032258064516129004,-0.037518037518037506
0.33228397369384766,-0.03064516129032252,-0.03391053391053389
0.3383324146270752,-0.02741935483870961,-0.03391053391053389
0.3530902862548828,-0.02580645161290318,-0.03391053391053389
0.3663816452026367,-0.02580645161290318,-0.02669552669552666
0.37066030502319336,-0.024193548387096753,-0.02669552669552666
0.4521486759185791,-0.02258064516129027,-0.02669552669552666
0.47435593605041504,-0.02096774193548384,-0.023088023088023046
