time,x,y
0.0,1366,362
0.006617307662963867,1366,362
0.017747163772583008,1365,362
0.028681278228759766,1364,363
0.034726858139038086,1363,363
0.04207253456115723,1362,363
0.06374883651733398,1360,364
0.06945919990539551,1360,364
0.08431482315063477,1358,364
0.09158825874328613,1357,364
0.10023307800292969,1356,364
0.1033027172088623,1355,365
0.11395049095153809,1354,365
0.12175989151000977,1354,365
0.12929654121398926,1353,365
0.13575530052185059,1352,365
0.1432173252105713,1351,365
0.14825177192687988,1349,365
0.15664148330688477,1348,365
0.16959214210510254,1347,365
0.18670105934143066,1347,365
0.19540047645568848,1346,365
0.22879314422607422,1345,365
0.2716341018676758,1344,365
0.28557467460632324,1343,365
0.29430675506591797,1342,365
0.30107808113098145,1341,365
0.3050251007080078,1339,365
0.3139505386352539,1338,365
0.32253003120422363,1337,365
0.3302595615386963,1336,365
0.3361349105834961,1335,365
0.34485816955566406,1334,365
0.3464055061340332,1333,365
0.36588263511657715,1332,365
0.37149524688720703,1331,365
0.37949085235595703,1330,365
0.38493776321411133,1329,365
0.3949463367462158,1328,365
0.4011361598968506,1327,365
0.40901947021484375,1327,365
0.4148440361022949,1326,365
0.4235191345214844,1325,366
0.4379909038543701,1324,366
0.4451172351837158,1322,366
0.44965147972106934,1321,366
0.45850515365600586,1320,366
0.47321128845214844,1320,367
0.4806859493255615,1319,367
0.4848170280456543,1318,367
0.5021800994873047,1317,367
0.5058658123016357,1316,368
0.5141487121582031,1315,368
0.5235004425048828,1314,368
0.5311219692230225,1313,368
0.5463035106658936,1312,368
0.5533337593078613,1311,368
0.5599362850189209,1310,370
0.5670390129089355,1309,370
0.5741560459136963,1308,370
0.5816965103149414,1307,370
0.5890777111053467,1307,371
0.5960969924926758,1305,371
0.6101980209350586,1304,371
0.616767168045044,1303,371
0.624380350112915,1302,371
0.6296060085296631,1301,371
0.6363174915313721,1301,371
0.6460378170013428,1299,372
0.6607315540313721,1298,372
0.6676661968231201,1295,372
0.669694185256958,1294,372
0.682438850402832,1293,372
0.6869020462036133,1292,372
0.696181058883667,1290,373
0.7006464004516602,1290,373
0.7120826244354248,1289,373
0.7171642780303955,1287,373
0.7255795001983643,1286,373
0.7324020862579346,1285,373
0.7395472526550293,1284,373
0.7463843822479248,1284,373
0.7537813186645508,1283,373
0.7615911960601807,1282,374
0.7683107852935791,1281,374
0.7826693058013916,1280,374
0.7897131443023682,1278,374
0.7973499298095703,1277,374
0.8116946220397949,1277,374
0.8172109127044678,1276,374
0.8325724601745605,1275,374
0.8472304344177246,1274,375
0.8512744903564453,1273,375
0.8687982559204102,1272,375
0.8826367855072021,1271,375
0.8895354270935059,1270,376
0.8973369598388672,1269,376
0.9117312431335449,1268,377
0.9144911766052246,1267,377
0.921722412109375,1266,378
0.9325230121612549,1264,378
0.9390740394592285,1264,378
0.9479780197143555,1263,380
0.9536585807800293,1261,381
0.9624500274658203,1260,381
0.9699680805206299,1259,382
0.9738278388977051,1257,382
0.9823262691497803,1256,382
0.9915053844451904,1255,382
0.995643138885498,1254,382
1.002563238143921,1254,382
1.0115861892700195,1253,383
1.0193090438842773,1251,383
1.0262947082519531,1250,383
1.03248929977417,1249,384
1.039370059967041,1248,384
1.0465641021728516,1248,384
1.054255723953247,1246,384
1.0632045269012451,1245,385
